Date,Open,High,Low,Close,Adj Close,Volume
2002-11-30,219.992004,290.389008,219.992004,228.792007,186.903381,100593481
2002-12-31,233.190994,233.190994,189.192993,189.192993,154.554367,265828546
2003-01-31,193.593002,334.388000,180.393005,325.588013,265.977386,254354259
2003-02-28,334.388000,483.981995,307.989014,395.984985,323.485657,517367359
2003-03-31,400.385010,409.184998,338.787994,395.984985,323.485657,224205990
2003-04-30,395.984985,461.983002,369.585999,461.983002,377.400299,212085088
2003-05-31,461.983002,549.979980,417.984985,435.584015,355.834625,172244984
2003-06-30,435.584015,483.981995,417.984985,422.384003,345.051392,62331841
2003-07-31,422.384003,505.980988,413.584991,461.983002,377.400299,166506134
2003-08-31,461.983002,483.981995,417.984985,439.984009,359.429077,93946074
2003-09-30,439.984009,571.979004,395.984985,409.184998,334.268921,444693655
2003-10-31,404.785004,461.983002,404.785004,439.984009,359.429077,69875302
2003-11-30,439.984009,461.983002,395.984985,395.984985,323.485657,116382698
2003-12-31,395.984985,527.981018,351.987000,483.981995,395.371643,443896470
2004-01-31,483.981995,593.978027,461.983002,593.978027,485.228943,177204258
2004-02-29,593.978027,615.976990,461.983002,505.980988,413.342926,145434903
2004-03-31,505.980988,593.978027,483.981995,549.979980,449.286285,172976260
2004-04-30,549.979980,549.979980,277.190002,285.989014,233.628387,275701068
2004-05-31,285.989014,285.989014,237.591003,263.989990,215.657089,203143283
2004-06-30,263.989990,277.190002,255.190994,272.790009,229.146011,229951084
2004-07-31,272.790009,272.790009,255.190994,263.989990,221.753906,123387500
2004-08-31,263.989990,329.988007,263.989990,290.389008,243.929276,1061836288
2004-09-30,290.389008,316.787994,290.389008,307.989014,258.713562,448830173
2004-10-31,307.989014,413.584991,303.588989,404.785004,340.022919,1919803127
2004-11-30,413.584991,448.782990,391.585999,404.785004,340.022919,2560430709
2004-12-31,404.785004,431.183990,395.984985,417.984985,351.111053,1114678575
2005-01-31,413.584991,466.382996,404.785004,439.984009,369.590454,1785456130
2005-02-28,439.984009,501.582001,413.584991,435.584015,365.894409,1921770246
2005-03-31,435.584015,457.583008,404.785004,417.984985,351.111053,1112731912
2005-04-30,417.984985,439.984009,395.984985,395.984985,332.630890,682388781
2005-05-31,395.984985,409.184998,378.385986,382.786011,335.115692,532346323
2005-06-30,382.786011,448.782990,347.587006,444.384003,389.042511,2094938558
2005-07-31,439.984009,501.582001,351.987000,413.584991,362.079102,1062665292
2005-08-31,404.785004,442.029999,348.713013,378.181000,331.084137,940873687
2005-09-30,383.092987,407.649994,353.623993,353.623993,312.505280,163926794
2005-10-31,353.623993,363.446991,299.597992,358.536011,316.846069,200295410
